id,subject,sentence,gender
65_SUB1,SUB1,sampaikan salam saya untuk mereka,male
66_SUB1,SUB1,kami semua sedang menunggumu,male
67_SUB1,SUB1,aku akan mengajarimu cara membuat omelet,male
68_SUB1,SUB1,biar saya bantu bukakan pintunya,male
69_SUB1,SUB1,senang bisa membantu anda,male
70_SUB1,SUB1,mari kita makan di luar,male
71_SUB1,SUB1,selamat sore ada yang bisa saya bantu,male
73_SUB1,SUB1,silakan tanya saya kapan saja,male
74_SUB1,SUB1,kita harus memberitahunya,male
77_SUB1,SUB1,dia terkena serangan jantung tadi malam,male
78_SUB1,SUB1,nafsu makan saya cukup baik,male
79_SUB1,SUB1,menurutku masakan tiongkok sangat lezat,male
81_SUB1,SUB1,aku akan telepon lagi nanti,male
82_SUB1,SUB1,saya sangat senang bertemu teman lama,male
84_SUB1,SUB1,kita bisa melakukannya besok,male
86_SUB1,SUB1,senang bertemu dengan anda lagi,male
89_SUB1,SUB1,menurutku sebaiknya kamu minta maaf,male
90_SUB1,SUB1,ada banyak hal yang ingin kami bicarakan,male
91_SUB1,SUB1,kami akan segera sampai,male
94_SUB1,SUB1,sekarang waktunya tidur,male
96_SUB1,SUB1,kamu adalah orang yang humoris,male
97_SUB1,SUB1,saya akan pergi berenang sore ini,male
98_SUB1,SUB1,hari ini harus bekerja,male
100_SUB1,SUB1,pekerjaan tidak selesai tepat waktu,male
1_SUB2,SUB2,siapa wanita itu,male
2_SUB2,SUB2,anda benar benar kakek yang murah hati,male
4_SUB2,SUB2,selamat sore nona ada yang bisa dibantu,male
5_SUB2,SUB2,untung saja ada orang baik yang menolong,male
6_SUB2,SUB2,anda ingin menelepon siapa,male
7_SUB2,SUB2,kalau begitu mari kita mulai,male
9_SUB2,SUB2,dalam beberapa bulan anda akan membaik,male
10_SUB2,SUB2,terima kasih telah berkata demikian,male
12_SUB2,SUB2,selamat malam ada yang bisa dibantu,male
13_SUB2,SUB2,lagi sibuk apa belakangan ini,male
14_SUB2,SUB2,silakan beri tahu saya nama lengkap anda,male
16_SUB2,SUB2,kami semua sedang menunggumu,male
17_SUB2,SUB2,aku akan mengajarimu cara membuat omelet,male
18_SUB2,SUB2,biar saya bantu bukakan pintunya,male
20_SUB2,SUB2,mari kita makan di luar,male
22_SUB2,SUB2,apakah anda sudah makan siang,male
25_SUB2,SUB2,kamu benar benar menjadi lebih sehat,male
26_SUB2,SUB2,saya merasa kasihan pada orang tua itu,male
27_SUB2,SUB2,dia terkena serangan jantung tadi malam,male
28_SUB2,SUB2,nafsu makan saya cukup baik,male
30_SUB2,SUB2,saya sangat sibuk hari ini butuh bantuan,male
31_SUB2,SUB2,aku akan telepon lagi nanti,male
32_SUB2,SUB2,saya sangat senang bertemu teman lama,male
33_SUB2,SUB2,saya tidak punya waktu luang sama sekali,male
34_SUB2,SUB2,kita bisa melakukannya besok,male
35_SUB2,SUB2,dia bukan orang yang penting,male
37_SUB2,SUB2,apa yang bisa kami lakukan untuk anda,male
38_SUB2,SUB2,kita akan bertemu lagi,male
40_SUB2,SUB2,ada banyak hal yang ingin kami bicarakan,male
42_SUB2,SUB2,saya bukan seorang penjahat,male
45_SUB2,SUB2,dukunglah dia untuk membuat keputusannya sendiri,male
46_SUB2,SUB2,kamu adalah orang yang humoris,male
47_SUB2,SUB2,saya akan pergi berenang sore ini,male
48_SUB2,SUB2,hari ini harus bekerja,male
49_SUB2,SUB2,kita semua pernah melakukan kesalahan itulah hidup,male
1_SUB3,SUB3,saya harap anda bisa mengerti,male
2_SUB3,SUB3,ide idemu sangat kreatif,male
4_SUB3,SUB3,mengapa kamu marah,male
5_SUB3,SUB3,berapa suhu tubuhmu kemarin,male
6_SUB3,SUB3,dia dinyatakan tidak bersalah di pengadilan,male
7_SUB3,SUB3,kami memiliki kepercayaan penuh padamu,male
9_SUB3,SUB3,wajahmu terlihat sangat pucat,male
10_SUB3,SUB3,bumbu penyedap menambah cita rasa,male
12_SUB3,SUB3,bos anda masih tergolong cukup baik,male
13_SUB3,SUB3,perkataannya tidak perlu dianggap serius,male
14_SUB3,SUB3,boleh saya minta tolong,male
16_SUB3,SUB3,bisa bantu saya sebentar,male
17_SUB3,SUB3,dia bekerja dengan sangat tidak hati hati,male
18_SUB3,SUB3,silakan tanda tangan di sini,male
20_SUB3,SUB3,besok tidak perlu sekolah,male
22_SUB3,SUB3,apa pekerjaan anda,male
25_SUB3,SUB3,ini surat undangan untuk anda,male
26_SUB3,SUB3,dia selalu senang membantu orang lain,male
27_SUB3,SUB3,saya ingin makan sesuatu,male
28_SUB3,SUB3,bertemu teman baru sangat menyenangkan,male
30_SUB3,SUB3,berapa suhu tubuh anda sekarang,male
31_SUB3,SUB3,kami akan segera menyelesaikan masalahnya,male
32_SUB3,SUB3,dia selalu fokus pada uang,male
33_SUB3,SUB3,mungkin kita akan mendapatkan inspirasi secara tidak sengaja,male
34_SUB3,SUB3,bagaimana perkembangan bisnis anda,male
35_SUB3,SUB3,saya pikir anda sudah tahu,male
37_SUB3,SUB3,kurangi makan roti dan kentang,male
38_SUB3,SUB3,apakah sepeda itu milikmu,male
40_SUB3,SUB3,dulu kami sering mengobrol,male
42_SUB3,SUB3,kami berkenalan melalui internet,male
45_SUB3,SUB3,bagaimana kamu bisa tahu,male
46_SUB3,SUB3,tetap berkabar ya sampai jumpa,male
47_SUB3,SUB3,kamu sedang mencari masalah,male
48_SUB3,SUB3,jadwal kita sangat ketat,male
49_SUB3,SUB3,dia menangis terharu di hari pernikahannya,male
1_SUB4,SUB4,hasilnya sedikit mengejutkan,male
4_SUB4,SUB4,saya tidak berpikir demikian,male
5_SUB4,SUB4,pekerjaan sangat sibuk mohon pengertiannya,male
6_SUB4,SUB4,aku merindukanmu kawan,male
7_SUB4,SUB4,jangan percaya padanya dia seorang penipu,male
8_SUB4,SUB4,anda terlihat sangat tertekan,male
9_SUB4,SUB4,saya suka mencoba resep resep baru,male
10_SUB4,SUB4,dia lupa bersiap siap untuk pidatonya,male
11_SUB4,SUB4,perkataannya membingungkan,male
12_SUB4,SUB4,saya tersesat apakah anda bisa membantu,male
13_SUB4,SUB4,kamu adalah sahabat terbaikku,male
14_SUB4,SUB4,bisa tolong bantu siram bunga,male
16_SUB4,SUB4,terima kasih banyak atas bantuannya,male
17_SUB4,SUB4,maaf membuat semuanya menunggu lama,male
18_SUB4,SUB4,sungguh tak disangka bisa bertemu anda di sini,male
19_SUB4,SUB4,pintunya sudah dibuka,male
20_SUB4,SUB4,kami akan segera mengantarkannya ke atas,male
23_SUB4,SUB4,selamat siang silakan duduk,male
25_SUB4,SUB4,apakah ada yang ingin anda laporkan,male
26_SUB4,SUB4,bolehkah saya berbicara dengan anda,male
27_SUB4,SUB4,dia adalah seorang ilmuwan yang luar biasa,male
28_SUB4,SUB4,mari makan di luar malam ini,male
29_SUB4,SUB4,dia sudah tidak bernapas,male
31_SUB4,SUB4,steak anda tidak begitu segar,male
32_SUB4,SUB4,dia adalah orang yang berpengetahuan luas,male
34_SUB4,SUB4,saya akan datang agak telat nanti,male
35_SUB4,SUB4,dia hanya mencintai uangnya,male
36_SUB4,SUB4,aku akan mencintaimu selamanya,male
37_SUB4,SUB4,saya harap anda beruntung,male
39_SUB4,SUB4,saya akan menantikan kedatangan anda,male
40_SUB4,SUB4,saya baik baik saja terima kasih,male
41_SUB4,SUB4,dia memiliki penggemar di seluruh dunia,male
43_SUB4,SUB4,kami berdua terlalu berbeda,male
44_SUB4,SUB4,apakah anda tertarik dengan komputer,male
45_SUB4,SUB4,museum tidak buka hari ini,male
46_SUB4,SUB4,dia sangat cantik,male
47_SUB4,SUB4,kapan kita akan berangkat,male
48_SUB4,SUB4,anda bisa belajar banyak hal darinya,male
50_SUB4,SUB4,anda boleh pergi,male
51_SUB4,SUB4,saya tidak melakukan apa pun,male
54_SUB4,SUB4,tolong kabari saya kapan saja,male
55_SUB4,SUB4,mohon maaf telah merepotkan anda,male
56_SUB4,SUB4,selamat pagi pak maaf mengganggu,male
57_SUB4,SUB4,apakah ada menu vegetarian,male
62_SUB4,SUB4,selamat datang di kantor kami,male
63_SUB4,SUB4,aku mulai merasa lapar,male
65_SUB4,SUB4,anda berjalan ke arah yang salah,male
66_SUB4,SUB4,temanmu sangat cantik,male
67_SUB4,SUB4,mari kita bicara,male
68_SUB4,SUB4,anda bisa mencoba lagi nanti,male
69_SUB4,SUB4,anda terlihat sangat kelelahan,male
70_SUB4,SUB4,dia benar benar menyalahkan saya,male
71_SUB4,SUB4,di mana saja kamu belakangan ini,male
73_SUB4,SUB4,silakan duduk dan makan buah,male
74_SUB4,SUB4,setiap orang pasti punya masa masa sulit,male
77_SUB4,SUB4,kelihatannya parah sekali,male
78_SUB4,SUB4,dia terlihat agak mabuk,male
79_SUB4,SUB4,dia adalah orang yang sangat serius,male
81_SUB4,SUB4,mari kita makan sesuatu yang enak,male
82_SUB4,SUB4,aku lapar ayo kita pergi makan sesuatu,male
84_SUB4,SUB4,jam berapa perpustakaan tutup,male
86_SUB4,SUB4,mohon maaf karena harus bekerja lembur,male
89_SUB4,SUB4,akan segera saya telepon,male
90_SUB4,SUB4,saya bukan orang yang seperti itu,male
91_SUB4,SUB4,sepertinya kamu sedang flu,male
94_SUB4,SUB4,senang berkenalan dengan anda,male
96_SUB4,SUB4,seperti apa penampilannya,male
97_SUB4,SUB4,maaf teman saya sedang sakit,male
98_SUB4,SUB4,siapa nama anda,male
100_SUB4,SUB4,kedua belah pihak sama kuatnya,male
1_SUB5,SUB5,selamat pagi ada yang bisa dibantu,male
2_SUB5,SUB5,selamat datang ada yang bisa saya bantu,male
4_SUB5,SUB5,kamu terlihat luar biasa,male
5_SUB5,SUB5,mari kita bicara di luar,male
6_SUB5,SUB5,maaf membuat anda menunggu lama,male
7_SUB5,SUB5,saya ingin pergi makan sesuatu,male
9_SUB5,SUB5,apakah anda ingin mencoba hidangan lainnya,male
10_SUB5,SUB5,kita pernah bertemu tahun lalu,male
12_SUB5,SUB5,anda seharusnya merasa malu,male
13_SUB5,SUB5,dia bekerja paling rajin,male
14_SUB5,SUB5,penjelasan anda tidak meyakinkan bagi saya,male
16_SUB5,SUB5,saya menikmati waktu yang menyenangkan,male
17_SUB5,SUB5,kucing itu sangat cantik dan lucu,male
18_SUB5,SUB5,anda terlihat sangat lelah,male
20_SUB5,SUB5,lain kali pasti akan lebih baik,male
22_SUB5,SUB5,kita akan tetap saling berkabar,male
25_SUB5,SUB5,mengapa dia tidak menang,male
26_SUB5,SUB5,mari kita akhiri rapatnya,male
27_SUB5,SUB5,profesor itu memberikan kesan yang mendalam,male
28_SUB5,SUB5,apakah sebelumnya kita pernah bertemu,male
30_SUB5,SUB5,layanan makanan tersedia di pesawat,male
31_SUB5,SUB5,apa yang anda lakukan di waktu luang,male
32_SUB5,SUB5,kapan pesawat akan tiba,male
33_SUB5,SUB5,kamu adalah penyelamat hidupku,male
34_SUB5,SUB5,saya setuju dengan semua kebijakannya,male
35_SUB5,SUB5,kamu boleh mencobanya,male
37_SUB5,SUB5,kamu adalah pahlawanku,male
38_SUB5,SUB5,kita pergi nanti saja,male
40_SUB5,SUB5,apakah ada restoran jepang di sekitar sini,male
42_SUB5,SUB5,apakah sarapan sudah siap,male
45_SUB5,SUB5,kamu harus pergi melihatnya,male
46_SUB5,SUB5,kami akan merapikan dokumen besok,male
47_SUB5,SUB5,konsep lama sulit untuk diubah,male
48_SUB5,SUB5,apakah ada waktu luang sore ini,male
49_SUB5,SUB5,dia sedang mencari tesisnya yang hilang,male
1_SUB6,SUB6,orang sukses juga melakukan kesalahan,female
4_SUB6,SUB6,aku ingin memasak makan malam sendiri,female
5_SUB6,SUB6,aku membawa keripik kentang,female
6_SUB6,SUB6,apa yang biasanya anda makan,female
7_SUB6,SUB6,apa rencanamu hari ini,female
8_SUB6,SUB6,selamat datang di perusahaan kami,female
9_SUB6,SUB6,mengapa kamu menangis,female
10_SUB6,SUB6,lagi sibuk apa akhir akhir ini,female
11_SUB6,SUB6,saya menantikan bimbingan anda,female
12_SUB6,SUB6,cepatlah kita akan terlambat,female
14_SUB6,SUB6,apakah kamu sudah siap,female
15_SUB6,SUB6,anda ingin ayam atau daging sapi,female
17_SUB6,SUB6,terima kasih sudah membantu saya,female
18_SUB6,SUB6,saya ingin mencicipi hidangan khas lokal,female
19_SUB6,SUB6,tetangga baru itu sangat menyebalkan,female
20_SUB6,SUB6,saya ingin steak dengan tingkat kematangan medium,female
21_SUB6,SUB6,setiap hari hanyalah rutinitas biasa,female
24_SUB6,SUB6,butuh bantuan apa,female
26_SUB6,SUB6,mohon berikan nomor telepon yang bisa dihubungi,female
27_SUB6,SUB6,deskripsi ciri ciri perampok,female
28_SUB6,SUB6,terima kasih atas jamuannya,female
29_SUB6,SUB6,saya hanya ingin membantu,female
30_SUB6,SUB6,beberapa bulan terakhir ini kamu sangat sibuk,female
32_SUB6,SUB6,sama sama senang bisa membantu,female
33_SUB6,SUB6,kamu membuatku sangat marah,female
35_SUB6,SUB6,sudah waktunya kita berpisah,female
36_SUB6,SUB6,menurutku dia sangat cerdas,female
37_SUB6,SUB6,semoga penerbangan anda lancar,female
38_SUB6,SUB6,tolong bantu saya membersihkan dapur,female
40_SUB6,SUB6,bisakah anda tinggal beberapa hari lagi,female
41_SUB6,SUB6,mari kita pergi makan sesuatu,female
42_SUB6,SUB6,mohon tunggu beberapa menit,female
44_SUB6,SUB6,saya datang ke sini untuk menemui anda,female
45_SUB6,SUB6,sikapnya benar benar buruk,female
46_SUB6,SUB6,kamu terlalu ragu ragu dalam bertindak,female
47_SUB6,SUB6,maaf kemarin saya yang salah,female
48_SUB6,SUB6,masih pagi tidak akan terlambat,female
49_SUB6,SUB6,besok saya berencana memotong rumput dan merapikan kebun,female
51_SUB6,SUB6,apa yang ingin kamu lakukan sore ini,female
52_SUB6,SUB6,tolong isi penuh bensinnya terima kasih,female
55_SUB6,SUB6,bisa bantu saya mengatur komputer baru,female
56_SUB6,SUB6,dia sudah berada di dalam penjara,female
57_SUB6,SUB6,membantu orang lain membawakan barang,female
58_SUB6,SUB6,maaf menelepon semalam ini,female
63_SUB6,SUB6,apakah anda butuh bantuan mencari sesuatu,female
64_SUB6,SUB6,apa yang bisa saya bantu,female
66_SUB6,SUB6,aku ingin makan sesuatu yang manis,female
67_SUB6,SUB6,anda benar benar sangat perhatian,female
69_SUB6,SUB6,masa kegelapan akan segera berlalu,female
70_SUB6,SUB6,perilaku anda benar benar keterlaluan,female
71_SUB6,SUB6,bisakah kamu mengecilkan suaramu,female
72_SUB6,SUB6,saya sangat menghargai saran anda,female
73_SUB6,SUB6,apakah kamu bisa menggunakan sumpit,female
75_SUB6,SUB6,mengapa kamu melakukan hal itu,female
76_SUB6,SUB6,kita mungkin telah salah paham padanya,female
78_SUB6,SUB6,tolong jelaskan arti kata ini,female
79_SUB6,SUB6,saya ingin tahu jam buka perpustakaan,female
81_SUB6,SUB6,kamu pergi duluan kita bertemu di taman,female
82_SUB6,SUB6,saya tidak sengaja mengotori karpet,female
83_SUB6,SUB6,dia tidak tahu bagaimana menghadapi kenyataan,female
84_SUB6,SUB6,sudah lama tidak bertemu,female
86_SUB6,SUB6,cukup sampai di sini untuk hari ini,female
88_SUB6,SUB6,kita bisa pensiun lebih awal,female
91_SUB6,SUB6,aku tidak sengaja bertemu teman lama di jalan,female
93_SUB6,SUB6,di mana alamat anda,female
96_SUB6,SUB6,saya harus pergi sampaikan salam saya untuk keluarga,female
97_SUB6,SUB6,apa yang sedang kamu lakukan sekarang,female
100_SUB6,SUB6,kami sudah tidak bertemu selama beberapa tahun,female
1_SUB7,SUB7,siapa wanita itu,female
4_SUB7,SUB7,selamat sore nona ada yang bisa dibantu,female
5_SUB7,SUB7,untung saja ada orang baik yang menolong,female
6_SUB7,SUB7,anda ingin menelepon siapa,female
7_SUB7,SUB7,kalau begitu mari kita mulai,female
9_SUB7,SUB7,dalam beberapa bulan anda akan membaik,female
10_SUB7,SUB7,terima kasih telah berkata demikian,female
11_SUB7,SUB7,tolong segera pergi dari sini,female
12_SUB7,SUB7,selamat malam ada yang bisa dibantu,female
13_SUB7,SUB7,lagi sibuk apa belakangan ini,female
15_SUB7,SUB7,sampaikan salam saya untuk mereka,female
17_SUB7,SUB7,aku akan mengajarimu cara membuat omelet,female
21_SUB7,SUB7,selamat sore ada yang bisa saya bantu,female
22_SUB7,SUB7,apakah anda sudah makan siang,female
23_SUB7,SUB7,silakan tanya saya kapan saja,female
24_SUB7,SUB7,kita harus memberitahunya,female
27_SUB7,SUB7,dia terkena serangan jantung tadi malam,female
30_SUB7,SUB7,saya sangat sibuk hari ini butuh bantuan,female
32_SUB7,SUB7,saya sangat senang bertemu teman lama,female
33_SUB7,SUB7,saya tidak punya waktu luang sama sekali,female
34_SUB7,SUB7,kita bisa melakukannya besok,female
35_SUB7,SUB7,dia bukan orang yang penting,female
37_SUB7,SUB7,apa yang bisa kami lakukan untuk anda,female
38_SUB7,SUB7,kita akan bertemu lagi,female
40_SUB7,SUB7,ada banyak hal yang ingin kami bicarakan,female
42_SUB7,SUB7,saya bukan seorang penjahat,female
43_SUB7,SUB7,waktu berjalan begitu cepat,female
44_SUB7,SUB7,sekarang waktunya tidur,female
46_SUB7,SUB7,kamu adalah orang yang humoris,female
47_SUB7,SUB7,saya akan pergi berenang sore ini,female
48_SUB7,SUB7,hari ini harus bekerja,female
50_SUB7,SUB7,pekerjaan tidak selesai tepat waktu,female
51_SUB7,SUB7,saya harap anda bisa mengerti,female
52_SUB7,SUB7,ide idemu sangat kreatif,female
53_SUB7,SUB7,saya punya nomornya di sini,female
54_SUB7,SUB7,mengapa kamu marah,female
55_SUB7,SUB7,berapa suhu tubuhmu kemarin,female
57_SUB7,SUB7,kami memiliki kepercayaan penuh padamu,female
58_SUB7,SUB7,mereka adalah teman baik,female
61_SUB7,SUB7,dia memang benar benar pembuat masalah,female
62_SUB7,SUB7,bos anda masih tergolong cukup baik,female
63_SUB7,SUB7,perkataannya tidak perlu dianggap serius,female
64_SUB7,SUB7,boleh saya minta tolong,female
69_SUB7,SUB7,kapan kamu bisa datang,female
70_SUB7,SUB7,besok tidak perlu sekolah,female
73_SUB7,SUB7,kamu seharusnya bicara dengannya,female
74_SUB7,SUB7,pesawat anda terlambat,female
75_SUB7,SUB7,ini surat undangan untuk anda,female
76_SUB7,SUB7,dia selalu senang membantu orang lain,female
77_SUB7,SUB7,saya ingin makan sesuatu,female
78_SUB7,SUB7,bertemu teman baru sangat menyenangkan,female
79_SUB7,SUB7,saya sudah ada janji besok,female
82_SUB7,SUB7,dia selalu fokus pada uang,female
84_SUB7,SUB7,bagaimana perkembangan bisnis anda,female
85_SUB7,SUB7,saya pikir anda sudah tahu,female
88_SUB7,SUB7,apakah sepeda itu milikmu,female
91_SUB7,SUB7,beberapa orang tidak suka sayur,female
92_SUB7,SUB7,kami berkenalan melalui internet,female
95_SUB7,SUB7,bagaimana kamu bisa tahu,female
97_SUB7,SUB7,kamu sedang mencari masalah,female
98_SUB7,SUB7,jadwal kita sangat ketat,female
100_SUB7,SUB7,halo apa kabar,female
1_SUB8,SUB8,dia menolak semua undangan,male
6_SUB8,SUB8,mari kita pergi lebih awal,male
7_SUB8,SUB8,hari ini hari apa,male
8_SUB8,SUB8,bagus sekali terima kasih banyak,male
9_SUB8,SUB8,liburan musim dingin akan segera tiba,male
10_SUB8,SUB8,ingin membungkus sisa makanan,male
11_SUB8,SUB8,aku akan menjemputmu tepat waktu,male
12_SUB8,SUB8,saya tidak tahu harus bicara apa,male
13_SUB8,SUB8,turut berduka mendengar kabar tersebut,male
14_SUB8,SUB8,makan malam hampir siap,male
15_SUB8,SUB8,apakah kamu tahu di mana bisa membelinya,male
16_SUB8,SUB8,makan malam sudah siap,male
18_SUB8,SUB8,semoga lain kali tidak terlewatkan lagi,male
20_SUB8,SUB8,apakah kamu ingin pergi ke restoran ini,male
21_SUB8,SUB8,dia selalu meludah sembarangan,male
22_SUB8,SUB8,cinta terkadang benar benar buta,male
23_SUB8,SUB8,kunci pintunya ayo kita berangkat,male
27_SUB8,SUB8,kucing itu terlalu kotor dan sangat malas,male
29_SUB8,SUB8,bagaimana kalau kita pergi menjenguk teman,male
30_SUB8,SUB8,dia sudah punya pacar,male
31_SUB8,SUB8,bantuan anda sangat tepat waktu,male
32_SUB8,SUB8,selamat datang di acara kami,male
33_SUB8,SUB8,anda terlihat kurang sehat,male
35_SUB8,SUB8,apakah perasaanmu sudah lebih baik,male
36_SUB8,SUB8,keputusan anda sangat bijaksana,male
39_SUB8,SUB8,saya ada janji temu mohon tunggu sebentar,male
40_SUB8,SUB8,saya akan bantu mengetikkan untuk anda,male
41_SUB8,SUB8,bolehkah saya bantu,male
42_SUB8,SUB8,maaf anda menduduki kursi saya,male
44_SUB8,SUB8,dia tidak mengatakannya di telepon,male
45_SUB8,SUB8,sudah larut saya harus mengejar kereta,male
46_SUB8,SUB8,minta jus tomat juga,male
48_SUB8,SUB8,kamu harus bantu mencuci baju,male
49_SUB8,SUB8,kalian mau pergi makan siang di mana,male
50_SUB8,SUB8,tolong awasi orang itu,male
51_SUB8,SUB8,dia adalah teman sekamar saya,male
52_SUB8,SUB8,saya tersesat di dekat rumah anda,male
53_SUB8,SUB8,bisa tolong bantu saya menyiram bunga,male
55_SUB8,SUB8,apakah kamu sudah makan,male
56_SUB8,SUB8,jika anda bersedia tinggallah,male
59_SUB8,SUB8,boleh saya minta nomor telepon anda,male
60_SUB8,SUB8,apa rencanamu untuk masa depan,male
61_SUB8,SUB8,semoga anda cepat sembuh,male
62_SUB8,SUB8,kebetulan sekali bertemu anda di sini,male
67_SUB8,SUB8,saya rasa kita akan bekerja sama dengan baik,male
68_SUB8,SUB8,apakah kamu serius,male
70_SUB8,SUB8,saya akan berusaha semaksimal mungkin membantu anda,male
71_SUB8,SUB8,halo bisa minta tolong sebentar,male
72_SUB8,SUB8,apakah anda memerlukan bantuan,male
73_SUB8,SUB8,penelitian anda sangat luar biasa,male
74_SUB8,SUB8,saya ada janji temu malam ini,male
75_SUB8,SUB8,saya mau masakan tiongkok terima kasih,male
76_SUB8,SUB8,wasit sepertinya agak memihak,male
78_SUB8,SUB8,terkadang memang begitulah kenyataannya,male
79_SUB8,SUB8,ukuran pancinya pas,male
82_SUB8,SUB8,tidak sengaja menabrak orang lain,male
83_SUB8,SUB8,dia akan merasa sangat senang,male
84_SUB8,SUB8,maaf telah mengganggu anda,male
85_SUB8,SUB8,tolong bantu ambilkan foto kami,male
87_SUB8,SUB8,sebaiknya kita pergi sekarang,male
89_SUB8,SUB8,anda ingin bicara dengan siapa,male
90_SUB8,SUB8,bolehkah saya meminjam mobilmu besok,male
91_SUB8,SUB8,tidak usah terima kasih,male
96_SUB8,SUB8,kita harus saling membantu,male
97_SUB8,SUB8,semoga perjalanan anda menyenangkan,male
100_SUB8,SUB8,apakah kalian punya keju,male
54_SUB10,SUB10,dia memakai topeng wajahnya tidak terlihat,female
55_SUB10,SUB10,halo ada yang bisa saya bantu,female
57_SUB10,SUB10,selamat datang silakan masuk,female
58_SUB10,SUB10,makan siang berikutnya aku yang traktir,female
62_SUB10,SUB10,saya punya rencana lain hari itu,female
68_SUB10,SUB10,sayur sayurannya sangat segar,female
75_SUB10,SUB10,silakan nikmati perjalanan anda,female
77_SUB10,SUB10,bagaimana kabar ibumu sekarang,female
92_SUB10,SUB10,kami berjanji untuk bertemu di perpustakaan,female
93_SUB10,SUB10,dia tidak berani bertanya kepadanya,female
94_SUB10,SUB10,sepertinya saya tidak setuju dengan pendapat anda,female
100_SUB10,SUB10,saya tidak bisa memotong pembicaraannya,female
1_SUB10,SUB10,selamat pagi ada yang bisa dibantu,female
2_SUB10,SUB10,selamat datang ada yang bisa saya bantu,female
23_SUB10,SUB10,saya tidak percaya penjelasan anda,female
25_SUB10,SUB10,mengapa dia tidak menang,female
32_SUB10,SUB10,kapan pesawat akan tiba,female
34_SUB10,SUB10,saya setuju dengan semua kebijakannya,female
41_SUB10,SUB10,matanya sangat indah,female
42_SUB10,SUB10,apakah sarapan sudah siap,female
43_SUB10,SUB10,aku sedang menelepon teman,female
44_SUB10,SUB10,berikan mikrofonnya kepada dia,female
47_SUB10,SUB10,konsep lama sulit untuk diubah,female
48_SUB10,SUB10,apakah ada waktu luang sore ini,female
49_SUB10,SUB10,dia sedang mencari tesisnya yang hilang,female
23_SUB11,SUB11,kunci pintunya ayo kita berangkat,female
24_SUB11,SUB11,sudah siap mari kita mulai,female
29_SUB11,SUB11,bagaimana kalau kita pergi menjenguk teman,female
39_SUB11,SUB11,saya ada janji temu mohon tunggu sebentar,female
51_SUB11,SUB11,dia adalah teman sekamar saya,female
52_SUB11,SUB11,saya tersesat di dekat rumah anda,female
55_SUB11,SUB11,apakah kamu sudah makan,female
57_SUB11,SUB11,sudahkah kamu bicara dengannya,female
60_SUB11,SUB11,apa rencanamu untuk masa depan,female
61_SUB11,SUB11,semoga anda cepat sembuh,female
