id,subject,sentence,gender
65_SUB1,SUB1,sampaikan salam saya untuk mereka,male
66_SUB1,SUB1,kami semua sedang menunggumu,male
67_SUB1,SUB1,aku akan mengajarimu cara membuat omelet,male
68_SUB1,SUB1,biar saya bantu bukakan pintunya,male
69_SUB1,SUB1,senang bisa membantu anda,male
70_SUB1,SUB1,mari kita makan di luar,male
71_SUB1,SUB1,selamat sore ada yang bisa saya bantu,male
73_SUB1,SUB1,silakan tanya saya kapan saja,male
74_SUB1,SUB1,kita harus memberitahunya,male
77_SUB1,SUB1,dia terkena serangan jantung tadi malam,male
78_SUB1,SUB1,nafsu makan saya cukup baik,male
79_SUB1,SUB1,menurutku masakan tiongkok sangat lezat,male
81_SUB1,SUB1,aku akan telepon lagi nanti,male
82_SUB1,SUB1,saya sangat senang bertemu teman lama,male
84_SUB1,SUB1,kita bisa melakukannya besok,male
86_SUB1,SUB1,senang bertemu dengan anda lagi,male
89_SUB1,SUB1,menurutku sebaiknya kamu minta maaf,male
90_SUB1,SUB1,ada banyak hal yang ingin kami bicarakan,male
91_SUB1,SUB1,kami akan segera sampai,male
94_SUB1,SUB1,sekarang waktunya tidur,male
96_SUB1,SUB1,kamu adalah orang yang humoris,male
97_SUB1,SUB1,saya akan pergi berenang sore ini,male
98_SUB1,SUB1,hari ini harus bekerja,male
100_SUB1,SUB1,pekerjaan tidak selesai tepat waktu,male
1_SUB2,SUB2,siapa wanita itu,male
2_SUB2,SUB2,anda benar benar kakek yang murah hati,male
4_SUB2,SUB2,selamat sore nona ada yang bisa dibantu,male
5_SUB2,SUB2,untung saja ada orang baik yang menolong,male
6_SUB2,SUB2,anda ingin menelepon siapa,male
7_SUB2,SUB2,kalau begitu mari kita mulai,male
9_SUB2,SUB2,dalam beberapa bulan anda akan membaik,male
10_SUB2,SUB2,terima kasih telah berkata demikian,male
12_SUB2,SUB2,selamat malam ada yang bisa dibantu,male
13_SUB2,SUB2,lagi sibuk apa belakangan ini,male
14_SUB2,SUB2,silakan beri tahu saya nama lengkap anda,male
16_SUB2,SUB2,kami semua sedang menunggumu,male
17_SUB2,SUB2,aku akan mengajarimu cara membuat omelet,male
18_SUB2,SUB2,biar saya bantu bukakan pintunya,male
20_SUB2,SUB2,mari kita makan di luar,male
22_SUB2,SUB2,apakah anda sudah makan siang,male
25_SUB2,SUB2,kamu benar benar menjadi lebih sehat,male
26_SUB2,SUB2,saya merasa kasihan pada orang tua itu,male
27_SUB2,SUB2,dia terkena serangan jantung tadi malam,male
28_SUB2,SUB2,nafsu makan saya cukup baik,male
30_SUB2,SUB2,saya sangat sibuk hari ini butuh bantuan,male
31_SUB2,SUB2,aku akan telepon lagi nanti,male
32_SUB2,SUB2,saya sangat senang bertemu teman lama,male
33_SUB2,SUB2,saya tidak punya waktu luang sama sekali,male
34_SUB2,SUB2,kita bisa melakukannya besok,male
35_SUB2,SUB2,dia bukan orang yang penting,male
37_SUB2,SUB2,apa yang bisa kami lakukan untuk anda,male
38_SUB2,SUB2,kita akan bertemu lagi,male
40_SUB2,SUB2,ada banyak hal yang ingin kami bicarakan,male
42_SUB2,SUB2,saya bukan seorang penjahat,male
45_SUB2,SUB2,dukunglah dia untuk membuat keputusannya sendiri,male
46_SUB2,SUB2,kamu adalah orang yang humoris,male
47_SUB2,SUB2,saya akan pergi berenang sore ini,male
48_SUB2,SUB2,hari ini harus bekerja,male
49_SUB2,SUB2,kita semua pernah melakukan kesalahan itulah hidup,male
1_SUB3,SUB3,saya harap anda bisa mengerti,male
2_SUB3,SUB3,ide idemu sangat kreatif,male
4_SUB3,SUB3,mengapa kamu marah,male
5_SUB3,SUB3,berapa suhu tubuhmu kemarin,male
6_SUB3,SUB3,dia dinyatakan tidak bersalah di pengadilan,male
7_SUB3,SUB3,kami memiliki kepercayaan penuh padamu,male
9_SUB3,SUB3,wajahmu terlihat sangat pucat,male
10_SUB3,SUB3,bumbu penyedap menambah cita rasa,male
12_SUB3,SUB3,bos anda masih tergolong cukup baik,male
13_SUB3,SUB3,perkataannya tidak perlu dianggap serius,male
14_SUB3,SUB3,boleh saya minta tolong,male
16_SUB3,SUB3,bisa bantu saya sebentar,male
17_SUB3,SUB3,dia bekerja dengan sangat tidak hati hati,male
18_SUB3,SUB3,silakan tanda tangan di sini,male
20_SUB3,SUB3,besok tidak perlu sekolah,male
22_SUB3,SUB3,apa pekerjaan anda,male
25_SUB3,SUB3,ini surat undangan untuk anda,male
26_SUB3,SUB3,dia selalu senang membantu orang lain,male
27_SUB3,SUB3,saya ingin makan sesuatu,male
28_SUB3,SUB3,bertemu teman baru sangat menyenangkan,male
30_SUB3,SUB3,berapa suhu tubuh anda sekarang,male
31_SUB3,SUB3,kami akan segera menyelesaikan masalahnya,male
32_SUB3,SUB3,dia selalu fokus pada uang,male
33_SUB3,SUB3,mungkin kita akan mendapatkan inspirasi secara tidak sengaja,male
34_SUB3,SUB3,bagaimana perkembangan bisnis anda,male
35_SUB3,SUB3,saya pikir anda sudah tahu,male
37_SUB3,SUB3,kurangi makan roti dan kentang,male
38_SUB3,SUB3,apakah sepeda itu milikmu,male
40_SUB3,SUB3,dulu kami sering mengobrol,male
42_SUB3,SUB3,kami berkenalan melalui internet,male
45_SUB3,SUB3,bagaimana kamu bisa tahu,male
46_SUB3,SUB3,tetap berkabar ya sampai jumpa,male
47_SUB3,SUB3,kamu sedang mencari masalah,male
48_SUB3,SUB3,jadwal kita sangat ketat,male
49_SUB3,SUB3,dia menangis terharu di hari pernikahannya,male
1_SUB4,SUB4,hasilnya sedikit mengejutkan,male
4_SUB4,SUB4,saya tidak berpikir demikian,male
5_SUB4,SUB4,pekerjaan sangat sibuk mohon pengertiannya,male
6_SUB4,SUB4,aku merindukanmu kawan,male
7_SUB4,SUB4,jangan percaya padanya dia seorang penipu,male
8_SUB4,SUB4,anda terlihat sangat tertekan,male
9_SUB4,SUB4,saya suka mencoba resep resep baru,male
10_SUB4,SUB4,dia lupa bersiap siap untuk pidatonya,male
11_SUB4,SUB4,perkataannya membingungkan,male
12_SUB4,SUB4,saya tersesat apakah anda bisa membantu,male
13_SUB4,SUB4,kamu adalah sahabat terbaikku,male
14_SUB4,SUB4,bisa tolong bantu siram bunga,male
16_SUB4,SUB4,terima kasih banyak atas bantuannya,male
17_SUB4,SUB4,maaf membuat semuanya menunggu lama,male
18_SUB4,SUB4,sungguh tak disangka bisa bertemu anda di sini,male
19_SUB4,SUB4,pintunya sudah dibuka,male
20_SUB4,SUB4,kami akan segera mengantarkannya ke atas,male
23_SUB4,SUB4,selamat siang silakan duduk,male
25_SUB4,SUB4,apakah ada yang ingin anda laporkan,male
26_SUB4,SUB4,bolehkah saya berbicara dengan anda,male
27_SUB4,SUB4,dia adalah seorang ilmuwan yang luar biasa,male
28_SUB4,SUB4,mari makan di luar malam ini,male
29_SUB4,SUB4,dia sudah tidak bernapas,male
31_SUB4,SUB4,steak anda tidak begitu segar,male
32_SUB4,SUB4,dia adalah orang yang berpengetahuan luas,male
34_SUB4,SUB4,saya akan datang agak telat nanti,male
35_SUB4,SUB4,dia hanya mencintai uangnya,male
36_SUB4,SUB4,aku akan mencintaimu selamanya,male
37_SUB4,SUB4,saya harap anda beruntung,male
39_SUB4,SUB4,saya akan menantikan kedatangan anda,male
40_SUB4,SUB4,saya baik baik saja terima kasih,male
41_SUB4,SUB4,dia memiliki penggemar di seluruh dunia,male
43_SUB4,SUB4,kami berdua terlalu berbeda,male
44_SUB4,SUB4,apakah anda tertarik dengan komputer,male
45_SUB4,SUB4,museum tidak buka hari ini,male
46_SUB4,SUB4,dia sangat cantik,male
47_SUB4,SUB4,kapan kita akan berangkat,male
48_SUB4,SUB4,anda bisa belajar banyak hal darinya,male
50_SUB4,SUB4,anda boleh pergi,male
51_SUB4,SUB4,saya tidak melakukan apa pun,male
54_SUB4,SUB4,tolong kabari saya kapan saja,male
55_SUB4,SUB4,mohon maaf telah merepotkan anda,male
56_SUB4,SUB4,selamat pagi pak maaf mengganggu,male
57_SUB4,SUB4,apakah ada menu vegetarian,male
62_SUB4,SUB4,selamat datang di kantor kami,male
63_SUB4,SUB4,aku mulai merasa lapar,male
65_SUB4,SUB4,anda berjalan ke arah yang salah,male
66_SUB4,SUB4,temanmu sangat cantik,male
67_SUB4,SUB4,mari kita bicara,male
68_SUB4,SUB4,anda bisa mencoba lagi nanti,male
69_SUB4,SUB4,anda terlihat sangat kelelahan,male
70_SUB4,SUB4,dia benar benar menyalahkan saya,male
71_SUB4,SUB4,di mana saja kamu belakangan ini,male
73_SUB4,SUB4,silakan duduk dan makan buah,male
74_SUB4,SUB4,setiap orang pasti punya masa masa sulit,male
77_SUB4,SUB4,kelihatannya parah sekali,male
78_SUB4,SUB4,dia terlihat agak mabuk,male
79_SUB4,SUB4,dia adalah orang yang sangat serius,male
81_SUB4,SUB4,mari kita makan sesuatu yang enak,male
82_SUB4,SUB4,aku lapar ayo kita pergi makan sesuatu,male
84_SUB4,SUB4,jam berapa perpustakaan tutup,male
86_SUB4,SUB4,mohon maaf karena harus bekerja lembur,male
89_SUB4,SUB4,akan segera saya telepon,male
90_SUB4,SUB4,saya bukan orang yang seperti itu,male
91_SUB4,SUB4,sepertinya kamu sedang flu,male
94_SUB4,SUB4,senang berkenalan dengan anda,male
96_SUB4,SUB4,seperti apa penampilannya,male
97_SUB4,SUB4,maaf teman saya sedang sakit,male
98_SUB4,SUB4,siapa nama anda,male
100_SUB4,SUB4,kedua belah pihak sama kuatnya,male
1_SUB5,SUB5,selamat pagi ada yang bisa dibantu,male
2_SUB5,SUB5,selamat datang ada yang bisa saya bantu,male
4_SUB5,SUB5,kamu terlihat luar biasa,male
5_SUB5,SUB5,mari kita bicara di luar,male
6_SUB5,SUB5,maaf membuat anda menunggu lama,male
7_SUB5,SUB5,saya ingin pergi makan sesuatu,male
9_SUB5,SUB5,apakah anda ingin mencoba hidangan lainnya,male
10_SUB5,SUB5,kita pernah bertemu tahun lalu,male
12_SUB5,SUB5,anda seharusnya merasa malu,male
13_SUB5,SUB5,dia bekerja paling rajin,male
14_SUB5,SUB5,penjelasan anda tidak meyakinkan bagi saya,male
16_SUB5,SUB5,saya menikmati waktu yang menyenangkan,male
17_SUB5,SUB5,kucing itu sangat cantik dan lucu,male
18_SUB5,SUB5,anda terlihat sangat lelah,male
20_SUB5,SUB5,lain kali pasti akan lebih baik,male
22_SUB5,SUB5,kita akan tetap saling berkabar,male
25_SUB5,SUB5,mengapa dia tidak menang,male
26_SUB5,SUB5,mari kita akhiri rapatnya,male
27_SUB5,SUB5,profesor itu memberikan kesan yang mendalam,male
28_SUB5,SUB5,apakah sebelumnya kita pernah bertemu,male
30_SUB5,SUB5,layanan makanan tersedia di pesawat,male
31_SUB5,SUB5,apa yang anda lakukan di waktu luang,male
32_SUB5,SUB5,kapan pesawat akan tiba,male
33_SUB5,SUB5,kamu adalah penyelamat hidupku,male
34_SUB5,SUB5,saya setuju dengan semua kebijakannya,male
35_SUB5,SUB5,kamu boleh mencobanya,male
37_SUB5,SUB5,kamu adalah pahlawanku,male
38_SUB5,SUB5,kita pergi nanti saja,male
40_SUB5,SUB5,apakah ada restoran jepang di sekitar sini,male
42_SUB5,SUB5,apakah sarapan sudah siap,male
45_SUB5,SUB5,kamu harus pergi melihatnya,male
46_SUB5,SUB5,kami akan merapikan dokumen besok,male
47_SUB5,SUB5,konsep lama sulit untuk diubah,male
48_SUB5,SUB5,apakah ada waktu luang sore ini,male
49_SUB5,SUB5,dia sedang mencari tesisnya yang hilang,male
1_SUB6,SUB6,orang sukses juga melakukan kesalahan,female
4_SUB6,SUB6,aku ingin memasak makan malam sendiri,female
5_SUB6,SUB6,aku membawa keripik kentang,female
6_SUB6,SUB6,apa yang biasanya anda makan,female
7_SUB6,SUB6,apa rencanamu hari ini,female
8_SUB6,SUB6,selamat datang di perusahaan kami,female
9_SUB6,SUB6,mengapa kamu menangis,female
10_SUB6,SUB6,lagi sibuk apa akhir akhir ini,female
11_SUB6,SUB6,saya menantikan bimbingan anda,female
12_SUB6,SUB6,cepatlah kita akan terlambat,female
13_SUB6,SUB6,semua orang sedang membicarakan hal ini,female
14_SUB6,SUB6,apakah kamu sudah siap,female
16_SUB6,SUB6,bercandaanmu sudah keterlaluan,female
17_SUB6,SUB6,terima kasih sudah membantu saya,female
18_SUB6,SUB6,saya ingin mencicipi hidangan khas lokal,female
19_SUB6,SUB6,tetangga baru itu sangat menyebalkan,female
20_SUB6,SUB6,saya ingin steak dengan tingkat kematangan medium,female
23_SUB6,SUB6,kami baru saja bertengkar,female
25_SUB6,SUB6,saya tidak ingin bekerja sama dengannya lagi,female
26_SUB6,SUB6,mohon berikan nomor telepon yang bisa dihubungi,female
27_SUB6,SUB6,deskripsi ciri ciri perampok,female
28_SUB6,SUB6,terima kasih atas jamuannya,female
29_SUB6,SUB6,saya hanya ingin membantu,female
31_SUB6,SUB6,kue itu kelihatannya sangat enak,female
32_SUB6,SUB6,sama sama senang bisa membantu,female
34_SUB6,SUB6,kudengar ada orang yang mendadak kaya raya,female
35_SUB6,SUB6,sudah waktunya kita berpisah,female
36_SUB6,SUB6,menurutku dia sangat cerdas,female
37_SUB6,SUB6,semoga penerbangan anda lancar,female
39_SUB6,SUB6,saya tidak bisa mengabaikan sarannya,female
40_SUB6,SUB6,bisakah anda tinggal beberapa hari lagi,female
41_SUB6,SUB6,mari kita pergi makan sesuatu,female
43_SUB6,SUB6,saya ingin menanyakan waktu penerbangan,female
44_SUB6,SUB6,saya datang ke sini untuk menemui anda,female
45_SUB6,SUB6,sikapnya benar benar buruk,female
46_SUB6,SUB6,kamu terlalu ragu ragu dalam bertindak,female
47_SUB6,SUB6,maaf kemarin saya yang salah,female
48_SUB6,SUB6,masih pagi tidak akan terlambat,female
50_SUB6,SUB6,saya harus pergi sampai jumpa,female
51_SUB6,SUB6,apa yang ingin kamu lakukan sore ini,female
54_SUB6,SUB6,sudah berapa lama anda seperti ini,female
55_SUB6,SUB6,bisa bantu saya mengatur komputer baru,female
56_SUB6,SUB6,dia sudah berada di dalam penjara,female
57_SUB6,SUB6,membantu orang lain membawakan barang,female
62_SUB6,SUB6,dia mungkin sudah salah paham,female
63_SUB6,SUB6,apakah anda butuh bantuan mencari sesuatu,female
65_SUB6,SUB6,banyak orang yang menghormatinya,female
66_SUB6,SUB6,aku ingin makan sesuatu yang manis,female
67_SUB6,SUB6,anda benar benar sangat perhatian,female
68_SUB6,SUB6,boleh tahu nama dan nomor telepon anda,female
69_SUB6,SUB6,masa kegelapan akan segera berlalu,female
70_SUB6,SUB6,perilaku anda benar benar keterlaluan,female
71_SUB6,SUB6,bisakah kamu mengecilkan suaramu,female
73_SUB6,SUB6,apakah kamu bisa menggunakan sumpit,female
74_SUB6,SUB6,teman saya adalah seorang pengacara,female
77_SUB6,SUB6,dia adalah orang yang bijaksana,female
78_SUB6,SUB6,tolong jelaskan arti kata ini,female
79_SUB6,SUB6,saya ingin tahu jam buka perpustakaan,female
81_SUB6,SUB6,kamu pergi duluan kita bertemu di taman,female
82_SUB6,SUB6,saya tidak sengaja mengotori karpet,female
84_SUB6,SUB6,sudah lama tidak bertemu,female
86_SUB6,SUB6,cukup sampai di sini untuk hari ini,female
89_SUB6,SUB6,kemampuan memasakmu sangat bagus,female
90_SUB6,SUB6,terima kasih atas kepercayaan anda,female
91_SUB6,SUB6,aku tidak sengaja bertemu teman lama di jalan,female
94_SUB6,SUB6,ada bau aneh di dapur,female
96_SUB6,SUB6,saya harus pergi sampaikan salam saya untuk keluarga,female
97_SUB6,SUB6,apa yang sedang kamu lakukan sekarang,female
98_SUB6,SUB6,ini pasti hasil rekayasa seseorang,female
100_SUB6,SUB6,kami sudah tidak bertemu selama beberapa tahun,female
1_SUB7,SUB7,siapa wanita itu,female
4_SUB7,SUB7,selamat sore nona ada yang bisa dibantu,female
5_SUB7,SUB7,untung saja ada orang baik yang menolong,female
6_SUB7,SUB7,anda ingin menelepon siapa,female
7_SUB7,SUB7,kalau begitu mari kita mulai,female
8_SUB7,SUB7,saya ingin makan siang di kamar,female
9_SUB7,SUB7,dalam beberapa bulan anda akan membaik,female
10_SUB7,SUB7,terima kasih telah berkata demikian,female
11_SUB7,SUB7,tolong segera pergi dari sini,female
12_SUB7,SUB7,selamat malam ada yang bisa dibantu,female
13_SUB7,SUB7,lagi sibuk apa belakangan ini,female
14_SUB7,SUB7,silakan beri tahu saya nama lengkap anda,female
16_SUB7,SUB7,kami semua sedang menunggumu,female
17_SUB7,SUB7,aku akan mengajarimu cara membuat omelet,female
18_SUB7,SUB7,biar saya bantu bukakan pintunya,female
19_SUB7,SUB7,senang bisa membantu anda,female
20_SUB7,SUB7,mari kita makan di luar,female
23_SUB7,SUB7,silakan tanya saya kapan saja,female
25_SUB7,SUB7,kamu benar benar menjadi lebih sehat,female
26_SUB7,SUB7,saya merasa kasihan pada orang tua itu,female
27_SUB7,SUB7,dia terkena serangan jantung tadi malam,female
28_SUB7,SUB7,nafsu makan saya cukup baik,female
29_SUB7,SUB7,menurutku masakan tiongkok sangat lezat,female
31_SUB7,SUB7,aku akan telepon lagi nanti,female
32_SUB7,SUB7,saya sangat senang bertemu teman lama,female
34_SUB7,SUB7,kita bisa melakukannya besok,female
35_SUB7,SUB7,dia bukan orang yang penting,female
36_SUB7,SUB7,senang bertemu dengan anda lagi,female
37_SUB7,SUB7,apa yang bisa kami lakukan untuk anda,female
39_SUB7,SUB7,menurutku sebaiknya kamu minta maaf,female
40_SUB7,SUB7,ada banyak hal yang ingin kami bicarakan,female
41_SUB7,SUB7,kami akan segera sampai,female
43_SUB7,SUB7,waktu berjalan begitu cepat,female
44_SUB7,SUB7,sekarang waktunya tidur,female
45_SUB7,SUB7,dukunglah dia untuk membuat keputusannya sendiri,female
46_SUB7,SUB7,kamu adalah orang yang humoris,female
47_SUB7,SUB7,saya akan pergi berenang sore ini,female
48_SUB7,SUB7,hari ini harus bekerja,female
50_SUB7,SUB7,pekerjaan tidak selesai tepat waktu,female
51_SUB7,SUB7,saya harap anda bisa mengerti,female
54_SUB7,SUB7,mengapa kamu marah,female
55_SUB7,SUB7,berapa suhu tubuhmu kemarin,female
56_SUB7,SUB7,dia dinyatakan tidak bersalah di pengadilan,female
57_SUB7,SUB7,kami memiliki kepercayaan penuh padamu,female
62_SUB7,SUB7,bos anda masih tergolong cukup baik,female
63_SUB7,SUB7,perkataannya tidak perlu dianggap serius,female
65_SUB7,SUB7,mari kita makan di kantin saja,female
66_SUB7,SUB7,bisa bantu saya sebentar,female
67_SUB7,SUB7,dia bekerja dengan sangat tidak hati hati,female
68_SUB7,SUB7,silakan tanda tangan di sini,female
69_SUB7,SUB7,kapan kamu bisa datang,female
70_SUB7,SUB7,besok tidak perlu sekolah,female
71_SUB7,SUB7,tapi semua hal baik pasti ada akhirnya,female
73_SUB7,SUB7,kamu seharusnya bicara dengannya,female
74_SUB7,SUB7,pesawat anda terlambat,female
77_SUB7,SUB7,saya ingin makan sesuatu,female
78_SUB7,SUB7,bertemu teman baru sangat menyenangkan,female
79_SUB7,SUB7,saya sudah ada janji besok,female
81_SUB7,SUB7,kami akan segera menyelesaikan masalahnya,female
82_SUB7,SUB7,dia selalu fokus pada uang,female
84_SUB7,SUB7,bagaimana perkembangan bisnis anda,female
86_SUB7,SUB7,telepon saya kalau sudah sampai,female
89_SUB7,SUB7,kamu baik sekali,female
90_SUB7,SUB7,dulu kami sering mengobrol,female
91_SUB7,SUB7,beberapa orang tidak suka sayur,female
94_SUB7,SUB7,terima kasih atas informasi yang anda berikan,female
96_SUB7,SUB7,tetap berkabar ya sampai jumpa,female
97_SUB7,SUB7,kamu sedang mencari masalah,female
98_SUB7,SUB7,jadwal kita sangat ketat,female
100_SUB7,SUB7,halo apa kabar,female
1_SUB8,SUB8,dia menolak semua undangan,male
4_SUB8,SUB8,saya tidak ingin membuat anda khawatir,male
5_SUB8,SUB8,kapan anda biasanya tidur,male
6_SUB8,SUB8,mari kita pergi lebih awal,male
7_SUB8,SUB8,hari ini hari apa,male
8_SUB8,SUB8,bagus sekali terima kasih banyak,male
9_SUB8,SUB8,liburan musim dingin akan segera tiba,male
10_SUB8,SUB8,ingin membungkus sisa makanan,male
11_SUB8,SUB8,aku akan menjemputmu tepat waktu,male
12_SUB8,SUB8,saya tidak tahu harus bicara apa,male
13_SUB8,SUB8,turut berduka mendengar kabar tersebut,male
14_SUB8,SUB8,makan malam hampir siap,male
16_SUB8,SUB8,makan malam sudah siap,male
17_SUB8,SUB8,lama tidak jumpa apa kabarmu,male
18_SUB8,SUB8,semoga lain kali tidak terlewatkan lagi,male
19_SUB8,SUB8,inspirasi terkadang datang dari tempat tempat yang aneh,male
20_SUB8,SUB8,apakah kamu ingin pergi ke restoran ini,male
23_SUB8,SUB8,kunci pintunya ayo kita berangkat,male
25_SUB8,SUB8,kejujuran adalah dasar dari persahabatan,male
26_SUB8,SUB8,mari kita pulang,male
27_SUB8,SUB8,kucing itu terlalu kotor dan sangat malas,male
28_SUB8,SUB8,saya ingin tidur lebih awal,male
29_SUB8,SUB8,bagaimana kalau kita pergi menjenguk teman,male
31_SUB8,SUB8,bantuan anda sangat tepat waktu,male
32_SUB8,SUB8,selamat datang di acara kami,male
34_SUB8,SUB8,anda bebas untuk pergi,male
35_SUB8,SUB8,apakah perasaanmu sudah lebih baik,male
36_SUB8,SUB8,keputusan anda sangat bijaksana,male
37_SUB8,SUB8,saya tidak tahu ingin makan apa,male
39_SUB8,SUB8,saya ada janji temu mohon tunggu sebentar,male
40_SUB8,SUB8,saya akan bantu mengetikkan untuk anda,male
41_SUB8,SUB8,bolehkah saya bantu,male
43_SUB8,SUB8,akui kesalahan dan hadapi kenyataan,male
44_SUB8,SUB8,dia tidak mengatakannya di telepon,male
45_SUB8,SUB8,sudah larut saya harus mengejar kereta,male
46_SUB8,SUB8,minta jus tomat juga,male
47_SUB8,SUB8,sampai jumpa bulan depan,male
48_SUB8,SUB8,kamu harus bantu mencuci baju,male
50_SUB8,SUB8,tolong awasi orang itu,male
51_SUB8,SUB8,dia adalah teman sekamar saya,male
54_SUB8,SUB8,dia membuat kesabaran saya habis,male
55_SUB8,SUB8,apakah kamu sudah makan,male
56_SUB8,SUB8,jika anda bersedia tinggallah,male
57_SUB8,SUB8,sudahkah kamu bicara dengannya,male
62_SUB8,SUB8,kebetulan sekali bertemu anda di sini,male
63_SUB8,SUB8,bantu menyiapkan makan malam,male
65_SUB8,SUB8,bisakah anda merekomendasikan beberapa hidangan,male
66_SUB8,SUB8,saya benar benar tidak sedang bercanda,male
67_SUB8,SUB8,saya rasa kita akan bekerja sama dengan baik,male
68_SUB8,SUB8,apakah kamu serius,male
69_SUB8,SUB8,kamu benar benar koki yang hebat,male
70_SUB8,SUB8,saya akan berusaha semaksimal mungkin membantu anda,male
71_SUB8,SUB8,halo bisa minta tolong sebentar,male
73_SUB8,SUB8,penelitian anda sangat luar biasa,male
74_SUB8,SUB8,saya ada janji temu malam ini,male
77_SUB8,SUB8,kami akan mengabari anda secepatnya,male
78_SUB8,SUB8,terkadang memang begitulah kenyataannya,male
79_SUB8,SUB8,ukuran pancinya pas,male
81_SUB8,SUB8,bagaimana menurut anda,male
82_SUB8,SUB8,tidak sengaja menabrak orang lain,male
84_SUB8,SUB8,maaf telah mengganggu anda,male
86_SUB8,SUB8,sepertinya anda berjalan ke arah yang berlawanan,male
89_SUB8,SUB8,anda ingin bicara dengan siapa,male
90_SUB8,SUB8,bolehkah saya meminjam mobilmu besok,male
91_SUB8,SUB8,tidak usah terima kasih,male
94_SUB8,SUB8,kami akan menunggu anda,male
96_SUB8,SUB8,kita harus saling membantu,male
97_SUB8,SUB8,semoga perjalanan anda menyenangkan,male
98_SUB8,SUB8,bicaranya tidak ada habisnya,male
100_SUB8,SUB8,apakah kalian punya keju,male
1_SUB9,SUB9,hasilnya sedikit mengejutkan,female
4_SUB9,SUB9,saya tidak berpikir demikian,female
5_SUB9,SUB9,pekerjaan sangat sibuk mohon pengertiannya,female
6_SUB9,SUB9,aku merindukanmu kawan,female
7_SUB9,SUB9,jangan percaya padanya dia seorang penipu,female
8_SUB9,SUB9,anda terlihat sangat tertekan,female
9_SUB9,SUB9,saya suka mencoba resep resep baru,female
10_SUB9,SUB9,dia lupa bersiap siap untuk pidatonya,female
11_SUB9,SUB9,perkataannya membingungkan,female
12_SUB9,SUB9,saya tersesat apakah anda bisa membantu,female
13_SUB9,SUB9,kamu adalah sahabat terbaikku,female
14_SUB9,SUB9,bisa tolong bantu siram bunga,female
16_SUB9,SUB9,terima kasih banyak atas bantuannya,female
17_SUB9,SUB9,maaf membuat semuanya menunggu lama,female
18_SUB9,SUB9,sungguh tak disangka bisa bertemu anda di sini,female
19_SUB9,SUB9,pintunya sudah dibuka,female
20_SUB9,SUB9,kami akan segera mengantarkannya ke atas,female
23_SUB9,SUB9,selamat siang silakan duduk,female
25_SUB9,SUB9,apakah ada yang ingin anda laporkan,female
